ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2022-07-01T06:04:00.000,4.69,291.23,1.70,-4.37
2022-07-01T06:06:00.000,6.38,276.91,0.77,-6.34
2022-07-01T06:08:00.000,8.74,306.28,5.17,-7.04
2022-07-01T06:10:00.000,5.66,299.81,2.81,-4.91
2022-07-01T06:12:00.000,3.26,318.67,2.45,-2.16
2022-07-01T06:14:00.000,2.62,283.49,0.61,-2.55
2022-07-01T06:16:00.000,3.04,8.04,3.01,0.43
2022-07-01T06:18:00.000,1.94,96.18,-0.21,1.93
2022-07-01T06:20:00.000,3.92,96.86,-0.47,3.89
2022-07-01T06:22:00.000,4.29,1.79,4.29,0.13
2022-07-01T06:24:00.000,1.36,217.13,-1.08,-0.82
2022-07-01T06:26:00.000,3.01,249.11,-1.07,-2.81
2022-07-01T06:28:00.000,3.66,133.01,-2.50,2.68
2022-07-01T06:30:00.000,4.60,160.08,-4.32,1.57
2022-07-01T06:32:00.000,7.02,144.71,-5.73,4.05
2022-07-01T06:34:00.000,2.41,90.98,-0.04,2.41
2022-07-01T06:36:00.000,4.98,143.14,-3.98,2.99
2022-07-01T06:38:00.000,1.91,200.95,-1.78,-0.68
2022-07-01T06:40:00.000,5.02,32.39,4.24,2.69
2022-07-01T06:42:00.000,1.21,87.71,0.05,1.20
2022-07-01T06:44:00.000,1.75,167.37,-1.70,0.38
2022-07-01T06:46:00.000,3.32,31.33,2.83,1.73
2022-07-01T06:48:00.000,0.69,247.20,-0.27,-0.64
2022-07-01T06:50:00.000,2.39,135.96,-1.72,1.66
2022-07-01T06:52:00.000,7.06,35.35,5.75,4.08
2022-07-01T06:54:00.000,4.82,39.87,3.70,3.09
2022-07-01T06:56:00.000,1.20,194.30,-1.16,-0.30
2022-07-01T06:58:00.000,2.26,290.72,0.80,-2.11
2022-07-01T07:00:00.000,2.17,237.41,-1.17,-1.83
2022-07-01T07:02:00.000,3.64,120.35,-1.84,3.14
2022-07-01T07:04:00.000,5.28,185.63,-5.25,-0.52
2022-07-01T07:06:00.000,1.38,356.27,1.37,-0.09
2022-07-01T07:08:00.000,2.76,158.73,-2.57,1.00
2022-07-01T07:10:00.000,4.30,223.69,-3.11,-2.97
2022-07-01T07:12:00.000,3.26,357.34,3.26,-0.15
2022-07-01T07:14:00.000,2.11,174.36,-2.10,0.21
2022-07-01T07:16:00.000,2.94,44.04,2.11,2.04
2022-07-01T07:18:00.000,1.09,165.88,-1.05,0.26
2022-07-01T07:20:00.000,4.18,225.98,-2.90,-3.00
2022-07-01T07:22:00.000,4.97,218.50,-3.89,-3.09
2022-07-01T07:24:00.000,2.78,193.17,-2.71,-0.63
2022-07-01T07:26:00.000,2.75,85.07,0.24,2.74
2022-07-01T07:28:00.000,1.77,231.82,-1.09,-1.39
2022-07-01T07:30:00.000,5.12,238.33,-2.69,-4.35
2022-07-01T07:32:00.000,3.44,61.81,1.62,3.03
2022-07-01T07:34:00.000,4.15,86.81,0.23,4.14
2022-07-01T07:36:00.000,5.85,252.92,-1.72,-5.59
2022-07-01T07:38:00.000,9.10,214.69,-7.48,-5.18
2022-07-01T07:40:00.000,5.25,235.68,-2.96,-4.34
2022-07-01T07:42:00.000,4.70,162.75,-4.49,1.39
2022-07-01T07:44:00.000,1.55,19.35,1.46,0.51
2022-07-01T07:46:00.000,3.70,176.27,-3.69,0.24
2022-07-01T07:48:00.000,2.17,255.11,-0.56,-2.10
2022-07-01T07:50:00.000,4.56,278.14,0.65,-4.52
2022-07-01T07:52:00.000,2.86,179.63,-2.86,0.02
2022-07-01T07:54:00.000,3.68,47.47,2.49,2.71
2022-07-01T07:56:00.000,2.41,254.92,-0.63,-2.32
2022-07-01T07:58:00.000,3.32,285.66,0.90,-3.20
2022-07-01T08:00:00.000,2.70,130.80,-1.77,2.05
2022-07-01T08:02:00.000,3.22,120.51,-1.63,2.77
2022-07-01T08:04:00.000,2.31,247.41,-0.89,-2.13
2022-07-01T08:06:00.000,4.22,231.23,-2.64,-3.29
2022-07-01T08:08:00.000,3.54,170.23,-3.49,0.60
2022-07-01T08:10:00.000,4.69,233.41,-2.79,-3.76
2022-07-01T08:12:00.000,4.05,202.25,-3.75,-1.53
2022-07-01T08:14:00.000,2.55,140.49,-1.97,1.62
2022-07-01T08:16:00.000,5.60,182.00,-5.59,-0.19
2022-07-01T08:18:00.000,4.39,163.03,-4.20,1.28
2022-07-01T08:20:00.000,2.54,194.57,-2.45,-0.64
2022-07-01T08:22:00.000,0.50,267.17,-0.02,-0.50
2022-07-01T08:24:00.000,3.35,191.93,-3.27,-0.69
2022-07-01T08:26:00.000,4.30,188.30,-4.26,-0.62
2022-07-01T08:28:00.000,3.05,221.91,-2.27,-2.03
2022-07-01T08:30:00.000,4.70,242.32,-2.18,-4.16
2022-07-01T08:32:00.000,8.50,225.97,-5.91,-6.11
2022-07-01T08:34:00.000,5.22,277.78,0.71,-5.17
2022-07-01T08:36:00.000,5.29,224.38,-3.78,-3.70
2022-07-01T08:38:00.000,3.95,210.96,-3.39,-2.03
2022-07-01T08:40:00.000,0.24,125.54,-0.14,0.19
2022-07-01T08:42:00.000,1.56,61.86,0.74,1.38
2022-07-01T08:44:00.000,2.54,265.80,-0.19,-2.53
2022-07-01T08:46:00.000,3.08,171.01,-3.04,0.48
2022-07-01T08:48:00.000,2.87,204.63,-2.61,-1.20
2022-07-01T08:50:00.000,1.03,253.71,-0.29,-0.99
2022-07-01T08:52:00.000,2.11,194.00,-2.05,-0.51
2022-07-01T08:54:00.000,2.01,164.21,-1.94,0.55
2022-07-01T08:56:00.000,2.23,305.86,1.31,-1.81
2022-07-01T08:58:00.000,3.56,292.87,1.38,-3.28
2022-07-01T09:00:00.000,1.24,60.72,0.61,1.08
2022-07-01T09:02:00.000,3.36,222.80,-2.46,-2.28
2022-07-01T09:04:00.000,1.61,359.44,1.61,-0.02
2022-07-01T09:06:00.000,0.87,17.41,0.83,0.26
2022-07-01T09:08:00.000,3.24,112.31,-1.23,3.00
2022-07-01T09:10:00.000,0.93,17.96,0.89,0.29
2022-07-01T09:12:00.000,5.04,275.04,0.44,-5.02
2022-07-01T09:14:00.000,3.59,330.76,3.14,-1.76
2022-07-01T09:16:00.000,6.97,15.51,6.71,1.86
2022-07-01T09:18:00.000,3.10,29.00,2.71,1.50
2022-07-01T09:20:00.000,2.95,97.77,-0.40,2.92
2022-07-01T09:22:00.000,2.39,98.71,-0.36,2.36
2022-07-01T09:24:00.000,4.20,176.18,-4.19,0.28
2022-07-01T09:26:00.000,5.74,195.81,-5.53,-1.57
2022-07-01T09:28:00.000,6.38,202.36,-5.90,-2.43
2022-07-01T09:30:00.000,1.85,206.92,-1.65,-0.84
2022-07-01T09:32:00.000,9.33,221.58,-6.98,-6.19
2022-07-01T09:34:00.000,8.16,208.90,-7.14,-3.94
2022-07-01T09:36:00.000,4.50,211.97,-3.82,-2.38
2022-07-01T09:38:00.000,3.55,269.93,-0.00,-3.55
2022-07-01T09:40:00.000,3.54,310.83,2.31,-2.68
2022-07-01T09:42:00.000,5.95,241.26,-2.86,-5.22
2022-07-01T09:44:00.000,11.10,186.46,-11.03,-1.25
2022-07-01T09:46:00.000,10.68,177.81,-10.67,0.41
2022-07-01T09:48:00.000,13.24,190.19,-13.04,-2.34
2022-07-01T09:50:00.000,10.84,193.94,-10.52,-2.61
2022-07-01T09:52:00.000,7.68,226.04,-5.33,-5.53
2022-07-01T09:54:00.000,4.47,230.27,-2.86,-3.44
2022-07-01T09:56:00.000,4.03,185.87,-4.01,-0.41
2022-07-01T09:58:00.000,2.36,212.46,-1.99,-1.27
2022-07-01T10:00:00.000,2.82,223.60,-2.04,-1.94
2022-07-01T10:02:00.000,7.66,217.33,-6.09,-4.65
2022-07-01T10:04:00.000,5.00,44.54,3.57,3.51
2022-07-01T10:06:00.000,4.90,223.07,-3.58,-3.35
2022-07-01T10:08:00.000,1.12,252.36,-0.34,-1.07
2022-07-01T10:10:00.000,2.16,133.42,-1.49,1.57
2022-07-01T10:12:00.000,1.68,228.75,-1.11,-1.26
2022-07-01T10:14:00.000,2.56,181.13,-2.56,-0.05
2022-07-01T10:16:00.000,5.34,191.14,-5.24,-1.03
2022-07-01T10:18:00.000,4.50,202.93,-4.14,-1.75
2022-07-01T10:20:00.000,1.89,216.93,-1.51,-1.13
2022-07-01T10:22:00.000,2.72,213.75,-2.27,-1.51
2022-07-01T10:24:00.000,2.38,229.98,-1.53,-1.82
2022-07-01T10:26:00.000,4.65,238.37,-2.44,-3.96
2022-07-01T10:28:00.000,3.50,263.74,-0.38,-3.48
2022-07-01T10:30:00.000,3.85,222.92,-2.82,-2.62
2022-07-01T10:32:00.000,5.46,201.64,-5.08,-2.01
2022-07-01T10:34:00.000,9.62,231.01,-6.05,-7.48
2022-07-01T10:36:00.000,1.68,23.71,1.54,0.68
2022-07-01T10:38:00.000,4.95,213.33,-4.13,-2.72
2022-07-01T10:40:00.000,4.28,210.50,-3.69,-2.17
2022-07-01T10:42:00.000,2.94,260.91,-0.46,-2.90
2022-07-01T10:44:00.000,7.59,263.69,-0.83,-7.54
2022-07-01T10:46:00.000,5.12,233.46,-3.05,-4.11
2022-07-01T10:48:00.000,3.31,221.06,-2.50,-2.17
2022-07-01T10:50:00.000,5.39,236.89,-2.95,-4.52
2022-07-01T10:52:00.000,3.39,247.55,-1.29,-3.13
2022-07-01T10:54:00.000,2.34,258.76,-0.46,-2.30
2022-07-01T10:56:00.000,4.27,194.63,-4.13,-1.08
2022-07-01T10:58:00.000,2.75,272.90,0.14,-2.74
2022-07-01T11:00:00.000,5.71,286.76,1.65,-5.47
2022-07-01T11:02:00.000,4.07,207.68,-3.60,-1.89
2022-07-01T11:04:00.000,1.88,246.88,-0.74,-1.73
2022-07-01T11:06:00.000,3.18,245.00,-1.34,-2.88
2022-07-01T11:08:00.000,2.71,294.39,1.12,-2.47
2022-07-01T11:10:00.000,0.74,69.23,0.26,0.69
2022-07-01T11:12:00.000,1.85,324.80,1.51,-1.07
2022-07-01T11:14:00.000,2.65,45.87,1.85,1.90
2022-07-01T11:16:00.000,2.63,7.61,2.61,0.35
2022-07-01T11:18:00.000,2.58,16.41,2.47,0.73
2022-07-01T11:20:00.000,2.69,27.69,2.39,1.25
2022-07-01T11:22:00.000,0.46,23.10,0.42,0.18
2022-07-01T11:24:00.000,1.37,214.30,-1.13,-0.77
2022-07-01T11:26:00.000,4.00,72.04,1.23,3.80
2022-07-01T11:28:00.000,3.43,48.60,2.27,2.57
2022-07-01T11:30:00.000,4.46,253.48,-1.27,-4.28
2022-07-01T11:32:00.000,2.33,61.29,1.12,2.04
2022-07-01T11:34:00.000,2.30,163.33,-2.21,0.66
2022-07-01T11:36:00.000,1.91,251.34,-0.61,-1.81
2022-07-01T11:38:00.000,0.77,316.20,0.55,-0.53
2022-07-01T11:40:00.000,0.70,324.76,0.57,-0.40
2022-07-01T11:42:00.000,3.37,305.25,1.94,-2.75
2022-07-01T11:44:00.000,3.69,338.79,3.44,-1.34
2022-07-01T11:46:00.000,0.85,262.23,-0.11,-0.84
2022-07-01T11:48:00.000,1.54,234.96,-0.88,-1.26
2022-07-01T11:50:00.000,6.38,207.03,-5.68,-2.90
2022-07-01T11:52:00.000,1.85,177.37,-1.84,0.08
2022-07-01T11:54:00.000,6.29,219.23,-4.88,-3.98
2022-07-01T11:56:00.000,0.14,264.04,-0.01,-0.14
2022-07-01T11:58:00.000,1.21,122.63,-0.65,1.02
2022-07-01T12:00:00.000,3.38,184.90,-3.37,-0.29
2022-07-01T12:02:00.000,3.18,198.65,-3.01,-1.02
2022-07-01T12:04:00.000,3.89,187.31,-3.86,-0.50
2022-07-01T12:06:00.000,2.18,331.04,1.90,-1.05
2022-07-01T12:08:00.000,1.21,200.57,-1.14,-0.43
2022-07-01T12:10:00.000,0.58,297.55,0.27,-0.51
2022-07-01T12:12:00.000,2.52,229.11,-1.65,-1.91
2022-07-01T12:14:00.000,4.66,179.35,-4.66,0.05
2022-07-01T12:16:00.000,0.68,73.96,0.19,0.66
2022-07-01T12:18:00.000,3.00,145.63,-2.48,1.69
2022-07-01T12:20:00.000,1.99,185.88,-1.98,-0.20
2022-07-01T12:22:00.000,3.47,212.94,-2.91,-1.89
2022-07-01T12:24:00.000,2.24,211.87,-1.90,-1.18
2022-07-01T12:26:00.000,4.74,190.51,-4.66,-0.87
2022-07-01T12:28:00.000,0.66,288.33,0.21,-0.63
2022-07-01T12:30:00.000,4.62,203.92,-4.23,-1.88
2022-07-01T12:32:00.000,13.26,234.45,-7.71,-10.79
2022-07-01T12:34:00.000,9.89,242.53,-4.56,-8.77
2022-07-01T12:36:00.000,8.84,234.27,-5.16,-7.17
2022-07-01T12:38:00.000,8.68,209.53,-7.56,-4.28
2022-07-01T12:40:00.000,11.54,236.14,-6.43,-9.58
2022-07-01T12:42:00.000,2.71,206.93,-2.42,-1.23
2022-07-01T12:44:00.000,0.66,248.34,-0.24,-0.61
2022-07-01T12:46:00.000,8.41,223.93,-6.06,-5.84
2022-07-01T12:48:00.000,12.96,59.27,6.62,11.14
2022-07-01T12:50:00.000,11.18,40.57,8.49,7.27
2022-07-01T12:52:00.000,2.90,95.51,-0.28,2.89
2022-07-01T12:54:00.000,3.96,51.59,2.46,3.10
2022-07-01T12:56:00.000,5.34,81.43,0.79,5.28
2022-07-01T12:58:00.000,1.78,204.82,-1.62,-0.75
2022-07-01T13:00:00.000,0.77,305.17,0.44,-0.63
2022-07-01T13:02:00.000,2.46,212.59,-2.08,-1.33
2022-07-01T13:04:00.000,2.07,354.03,2.06,-0.22
2022-07-01T13:06:00.000,2.71,69.39,0.95,2.53
2022-07-01T13:08:00.000,3.43,227.82,-2.31,-2.54
2022-07-01T13:10:00.000,7.02,238.94,-3.62,-6.02
2022-07-01T13:12:00.000,14.83,240.21,-7.37,-12.87
2022-07-01T13:14:00.000,6.34,224.79,-4.50,-4.47
2022-07-01T13:16:00.000,7.47,215.21,-6.11,-4.31
2022-07-01T13:18:00.000,2.65,204.14,-2.42,-1.08
2022-07-01T13:20:00.000,1.52,127.64,-0.93,1.21
2022-07-01T13:22:00.000,2.73,165.41,-2.65,0.69
2022-07-01T13:24:00.000,6.73,70.89,2.20,6.36
2022-07-01T13:26:00.000,1.99,120.10,-1.00,1.72
2022-07-01T13:28:00.000,13.36,57.97,7.08,11.32
2022-07-01T13:30:00.000,1.97,230.67,-1.25,-1.52
2022-07-01T13:32:00.000,8.35,50.03,5.37,6.40
2022-07-01T13:34:00.000,2.88,222.27,-2.13,-1.93
2022-07-01T13:36:00.000,3.49,141.47,-2.73,2.17
2022-07-01T13:38:00.000,3.81,213.62,-3.18,-2.11
2022-07-01T13:40:00.000,6.17,49.27,4.03,4.68
2022-07-01T13:42:00.000,6.58,42.65,4.84,4.46
2022-07-01T13:44:00.000,3.49,16.47,3.35,0.99
2022-07-01T13:46:00.000,3.71,291.98,1.39,-3.44
2022-07-01T13:48:00.000,10.24,231.10,-6.43,-7.97
2022-07-01T13:50:00.000,10.43,222.81,-7.65,-7.09
2022-07-01T13:52:00.000,7.32,217.84,-5.78,-4.49
2022-07-01T13:54:00.000,12.98,214.00,-10.76,-7.26
2022-07-01T13:56:00.000,7.94,202.91,-7.31,-3.09
2022-07-01T13:58:00.000,7.52,205.51,-6.79,-3.24
2022-07-01T14:00:00.000,4.90,171.81,-4.85,0.70
2022-07-01T14:02:00.000,1.96,181.03,-1.96,-0.04
2022-07-01T14:04:00.000,3.52,271.53,0.09,-3.52
2022-07-01T14:06:00.000,9.05,229.89,-5.83,-6.92
2022-07-01T14:08:00.000,8.52,212.85,-7.16,-4.62
2022-07-01T14:10:00.000,3.00,229.46,-1.95,-2.28
2022-07-01T14:12:00.000,5.30,237.02,-2.88,-4.44
2022-07-01T14:14:00.000,8.06,224.48,-5.75,-5.65
2022-07-01T14:16:00.000,8.34,227.86,-5.59,-6.18
2022-07-01T14:18:00.000,9.61,229.23,-6.27,-7.27
2022-07-01T14:20:00.000,8.06,232.93,-4.86,-6.43
2022-07-01T14:22:00.000,12.47,218.33,-9.78,-7.73
2022-07-01T14:24:00.000,15.05,226.96,-10.27,-11.00
2022-07-01T14:26:00.000,7.76,231.98,-4.78,-6.11
2022-07-01T14:28:00.000,3.20,240.31,-1.59,-2.78
2022-07-01T14:30:00.000,2.18,182.45,-2.18,-0.09
2022-07-01T14:32:00.000,3.53,203.56,-3.24,-1.41
2022-07-01T14:34:00.000,2.52,259.95,-0.44,-2.48
2022-07-01T14:36:00.000,3.75,207.73,-3.32,-1.74
2022-07-01T14:38:00.000,3.99,202.53,-3.69,-1.53
2022-07-01T14:40:00.000,2.87,275.33,0.27,-2.86
2022-07-01T14:42:00.000,3.82,188.22,-3.78,-0.55
2022-07-01T14:44:00.000,8.14,209.54,-7.08,-4.01
2022-07-01T14:46:00.000,7.43,202.49,-6.87,-2.84
2022-07-01T14:48:00.000,2.38,233.04,-1.43,-1.90
2022-07-01T14:50:00.000,8.20,232.94,-4.94,-6.55
2022-07-01T14:52:00.000,5.34,228.47,-3.54,-3.99
2022-07-01T14:54:00.000,6.31,256.96,-1.42,-6.15
2022-07-01T14:56:00.000,5.67,207.30,-5.04,-2.60
2022-07-01T14:58:00.000,1.51,108.89,-0.49,1.43
2022-07-01T15:00:00.000,1.21,240.24,-0.60,-1.05
2022-07-01T15:02:00.000,1.93,184.69,-1.92,-0.16
2022-07-01T15:04:00.000,2.68,92.44,-0.11,2.67
2022-07-01T15:06:00.000,0.53,62.86,0.24,0.47
2022-07-01T15:08:00.000,2.23,140.37,-1.72,1.42
2022-07-01T15:10:00.000,2.30,56.12,1.28,1.91
2022-07-01T15:12:00.000,2.40,187.71,-2.37,-0.32
2022-07-01T15:14:00.000,2.35,164.96,-2.27,0.61
2022-07-01T15:16:00.000,3.17,186.40,-3.15,-0.35
2022-07-01T15:18:00.000,8.92,193.90,-8.66,-2.14
2022-07-01T15:20:00.000,5.15,199.48,-4.86,-1.72
2022-07-01T15:22:00.000,3.43,225.96,-2.39,-2.47
2022-07-01T15:24:00.000,3.18,217.28,-2.53,-1.93
2022-07-01T15:26:00.000,2.76,305.49,1.60,-2.25
2022-07-01T15:28:00.000,3.12,225.40,-2.19,-2.22
2022-07-01T15:30:00.000,3.87,238.74,-2.01,-3.31
2022-07-01T15:32:00.000,5.58,136.84,-4.07,3.82
2022-07-01T15:34:00.000,3.25,150.36,-2.82,1.61
2022-07-01T15:36:00.000,7.79,169.57,-7.66,1.41
2022-07-01T15:38:00.000,2.29,194.96,-2.21,-0.59
2022-07-01T15:40:00.000,1.72,69.55,0.60,1.61
2022-07-01T15:42:00.000,2.89,104.66,-0.73,2.80
2022-07-01T15:44:00.000,2.08,132.49,-1.41,1.54
2022-07-01T15:46:00.000,2.03,211.07,-1.74,-1.05
2022-07-01T15:48:00.000,0.57,350.66,0.56,-0.09
2022-07-01T15:50:00.000,2.93,41.15,2.21,1.93
2022-07-01T15:52:00.000,2.49,13.67,2.42,0.59
2022-07-01T15:54:00.000,1.85,164.61,-1.79,0.49
2022-07-01T15:56:00.000,4.51,211.17,-3.86,-2.33
2022-07-01T15:58:00.000,2.47,128.29,-1.53,1.94
2022-07-01T16:00:00.000,2.12,48.23,1.41,1.58
2022-07-01T16:02:00.000,2.68,173.46,-2.66,0.30
2022-07-01T16:04:00.000,4.05,283.60,0.95,-3.94
2022-07-01T16:06:00.000,2.58,81.22,0.39,2.55
2022-07-01T16:08:00.000,2.22,57.30,1.20,1.87
2022-07-01T16:10:00.000,1.96,88.72,0.04,1.96
2022-07-01T16:12:00.000,1.04,1.93,1.04,0.04
2022-07-01T16:14:00.000,0.61,32.61,0.51,0.33
2022-07-01T16:16:00.000,1.33,108.57,-0.42,1.26
2022-07-01T16:18:00.000,2.32,37.24,1.85,1.40
2022-07-01T16:20:00.000,4.15,49.10,2.72,3.14
2022-07-01T16:22:00.000,0.18,247.08,-0.07,-0.17
2022-07-01T16:24:00.000,2.02,286.62,0.58,-1.94
2022-07-01T16:26:00.000,2.98,316.18,2.15,-2.06
2022-07-01T16:28:00.000,1.58,13.17,1.54,0.36
2022-07-01T16:30:00.000,1.72,14.68,1.67,0.44
2022-07-01T16:32:00.000,0.74,195.10,-0.72,-0.19
2022-07-01T16:34:00.000,6.18,252.53,-1.86,-5.89
2022-07-01T16:36:00.000,2.02,176.73,-2.01,0.12
2022-07-01T16:38:00.000,3.54,205.05,-3.21,-1.50
2022-07-01T16:40:00.000,1.94,195.69,-1.87,-0.53
2022-07-01T16:42:00.000,5.20,209.96,-4.51,-2.60
2022-07-01T16:44:00.000,1.62,339.34,1.52,-0.57
2022-07-01T16:46:00.000,6.37,232.84,-3.85,-5.08
2022-07-01T16:48:00.000,3.22,103.95,-0.78,3.13
2022-07-01T16:50:00.000,3.33,236.07,-1.86,-2.76
2022-07-01T16:52:00.000,1.20,201.22,-1.12,-0.43
2022-07-01T16:54:00.000,4.07,222.32,-3.01,-2.74
2022-07-01T16:56:00.000,2.16,201.07,-2.01,-0.78
2022-07-01T16:58:00.000,1.84,126.55,-1.10,1.48
2022-07-01T17:00:00.000,3.06,154.40,-2.76,1.32
2022-07-01T17:02:00.000,1.25,121.15,-0.65,1.07
2022-07-01T17:04:00.000,0.64,237.80,-0.34,-0.54
2022-07-01T17:06:00.000,4.27,97.49,-0.56,4.23
2022-07-01T17:08:00.000,1.88,150.96,-1.64,0.91
2022-07-01T17:10:00.000,4.38,231.75,-2.71,-3.44
2022-07-01T17:12:00.000,1.71,212.96,-1.44,-0.93
2022-07-01T17:14:00.000,2.32,160.45,-2.19,0.78
2022-07-01T17:16:00.000,2.89,135.10,-2.05,2.04
2022-07-01T17:18:00.000,3.02,125.71,-1.76,2.45
2022-07-01T17:20:00.000,1.47,52.39,0.90,1.16
2022-07-01T17:22:00.000,1.39,85.86,0.10,1.38
2022-07-01T17:24:00.000,5.37,51.98,3.31,4.23
2022-07-01T17:26:00.000,1.39,75.73,0.34,1.35
2022-07-01T17:28:00.000,8.19,39.87,6.29,5.25
2022-07-01T17:30:00.000,1.43,191.78,-1.40,-0.29
2022-07-01T17:32:00.000,1.35,118.27,-0.64,1.19
2022-07-01T17:34:00.000,2.88,292.58,1.11,-2.66
2022-07-01T17:36:00.000,1.04,321.12,0.81,-0.65
2022-07-01T17:38:00.000,2.12,122.05,-1.12,1.80
2022-07-01T17:40:00.000,0.22,39.85,0.17,0.14
2022-07-01T17:42:00.000,2.31,147.07,-1.94,1.25
2022-07-01T17:44:00.000,0.70,35.09,0.57,0.40
2022-07-01T17:46:00.000,2.05,93.84,-0.14,2.05
2022-07-01T17:48:00.000,5.33,81.91,0.75,5.27
2022-07-01T17:50:00.000,1.75,232.69,-1.06,-1.40
2022-07-01T17:52:00.000,1.75,182.02,-1.75,-0.06
2022-07-01T17:54:00.000,3.51,96.18,-0.38,3.49
2022-07-01T17:56:00.000,2.42,54.76,1.40,1.98
2022-07-01T17:58:00.000,1.60,209.64,-1.39,-0.79
2022-07-01T18:00:00.000,4.29,59.85,2.15,3.71
2022-07-01T18:02:00.000,2.35,328.72,2.01,-1.22
2022-07-01T18:04:00.000,4.52,83.70,0.50,4.50
2022-07-01T18:06:00.000,1.86,124.35,-1.05,1.53
2022-07-01T18:08:00.000,4.07,24.87,3.69,1.71
2022-07-01T18:10:00.000,3.30,332.53,2.93,-1.52
2022-07-01T18:12:00.000,0.58,268.65,-0.01,-0.58
2022-07-01T18:14:00.000,1.63,125.70,-0.95,1.33
2022-07-01T18:16:00.000,2.40,210.49,-2.07,-1.22
2022-07-01T18:18:00.000,5.59,350.68,5.51,-0.91
2022-07-01T18:20:00.000,2.67,235.65,-1.51,-2.21
2022-07-01T18:22:00.000,2.26,217.75,-1.79,-1.38
2022-07-01T18:24:00.000,1.19,106.74,-0.34,1.14
2022-07-01T18:26:00.000,5.24,192.62,-5.11,-1.14
2022-07-01T18:28:00.000,1.66,188.55,-1.64,-0.25
2022-07-01T18:30:00.000,4.36,126.06,-2.57,3.53
2022-07-01T18:32:00.000,1.80,22.59,1.66,0.69
2022-07-01T18:34:00.000,3.54,133.89,-2.45,2.55
2022-07-01T18:36:00.000,3.23,282.21,0.68,-3.15
2022-07-01T18:38:00.000,3.29,303.80,1.83,-2.73
2022-07-01T18:40:00.000,2.58,289.20,0.85,-2.44
2022-07-01T18:42:00.000,1.77,195.70,-1.71,-0.48
2022-07-01T18:44:00.000,3.71,194.31,-3.59,-0.92
2022-07-01T18:46:00.000,6.95,229.68,-4.49,-5.30
2022-07-01T18:48:00.000,10.26,227.01,-7.00,-7.51
2022-07-01T18:50:00.000,4.74,264.61,-0.45,-4.72
2022-07-01T18:52:00.000,6.19,260.64,-1.01,-6.11
2022-07-01T18:54:00.000,5.59,234.24,-3.27,-4.54
2022-07-01T18:56:00.000,6.32,238.02,-3.35,-5.36
2022-07-01T18:58:00.000,10.39,226.44,-7.16,-7.53
2022-07-01T19:00:00.000,1.58,96.51,-0.18,1.57
2022-07-01T19:02:00.000,4.62,151.31,-4.05,2.22
2022-07-01T19:04:00.000,3.74,2.98,3.73,0.19
2022-07-01T19:06:00.000,2.67,236.67,-1.47,-2.23
2022-07-01T19:08:00.000,0.61,176.32,-0.61,0.04
2022-07-01T19:10:00.000,3.24,22.97,2.99,1.27
2022-07-01T19:12:00.000,3.79,348.03,3.70,-0.78
2022-07-01T19:14:00.000,6.52,44.26,4.67,4.55
2022-07-01T19:16:00.000,3.09,292.00,1.16,-2.87
2022-07-01T19:18:00.000,8.90,320.08,6.83,-5.71
2022-07-01T19:20:00.000,7.16,307.15,4.33,-5.71
2022-07-01T19:22:00.000,11.82,306.16,6.97,-9.54
2022-07-01T19:24:00.000,10.95,303.15,5.99,-9.17
2022-07-01T19:26:00.000,14.06,313.44,9.67,-10.21
2022-07-01T19:28:00.000,16.00,295.85,6.98,-14.40
2022-07-01T19:30:00.000,5.17,284.49,1.29,-5.01
2022-07-01T19:32:00.000,9.24,312.49,6.24,-6.81
2022-07-01T19:34:00.000,9.69,308.65,6.05,-7.57
2022-07-01T19:36:00.000,9.52,312.12,6.39,-7.06
2022-07-01T19:38:00.000,5.91,322.29,4.68,-3.62
2022-07-01T19:40:00.000,8.14,300.75,4.16,-6.99
2022-07-01T19:42:00.000,6.92,359.18,6.92,-0.10
2022-07-01T19:44:00.000,6.25,306.84,3.75,-5.00
2022-07-01T19:46:00.000,4.87,72.89,1.43,4.66
2022-07-01T19:48:00.000,6.14,2.10,6.14,0.23
2022-07-01T19:50:00.000,8.98,17.05,8.59,2.63
2022-07-01T19:52:00.000,9.44,340.59,8.91,-3.14
2022-07-01T19:54:00.000,13.58,321.82,10.67,-8.39
2022-07-01T19:56:00.000,7.91,313.62,5.46,-5.73
2022-07-01T19:58:00.000,9.54,296.41,4.24,-8.54
2022-07-01T20:00:00.000,8.72,300.95,4.48,-7.48
2022-07-01T20:02:00.000,2.79,212.61,-2.35,-1.50
2022-07-01T20:04:00.000,2.50,308.96,1.57,-1.95
2022-07-01T20:06:00.000,5.05,121.63,-2.65,4.30
2022-07-01T20:08:00.000,6.82,73.45,1.94,6.54
2022-07-01T20:10:00.000,6.19,20.52,5.79,2.17
2022-07-01T20:12:00.000,6.96,42.61,5.12,4.71
2022-07-01T20:14:00.000,9.19,76.27,2.18,8.93
2022-07-01T20:16:00.000,5.04,64.52,2.17,4.55
2022-07-01T20:18:00.000,8.76,39.03,6.81,5.52
2022-07-01T20:20:00.000,4.64,15.83,4.47,1.27
2022-07-01T20:22:00.000,1.36,253.28,-0.39,-1.30
2022-07-01T20:24:00.000,1.59,104.64,-0.40,1.54
2022-07-01T20:26:00.000,3.63,1.00,3.63,0.06
