ISO 8601 Time,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s)
2022-06-30T15:38:00.000,4.23,209.36,-3.68,-2.07
2022-06-30T15:40:00.000,3.32,132.97,-2.27,2.43
2022-06-30T15:42:00.000,2.52,81.16,0.39,2.49
2022-06-30T15:44:00.000,3.17,135.21,-2.25,2.23
2022-06-30T15:46:00.000,1.55,180.39,-1.55,-0.01
2022-06-30T15:48:00.000,3.94,169.51,-3.88,0.72
2022-06-30T15:50:00.000,5.52,179.28,-5.51,0.07
2022-06-30T15:52:00.000,3.82,188.98,-3.77,-0.60
2022-06-30T15:54:00.000,3.29,190.66,-3.24,-0.61
2022-06-30T15:56:00.000,3.84,165.00,-3.71,0.99
2022-06-30T15:58:00.000,9.48,185.29,-9.44,-0.87
2022-06-30T16:00:00.000,4.83,196.76,-4.62,-1.39
2022-06-30T16:02:00.000,5.43,183.07,-5.42,-0.29
2022-06-30T16:04:00.000,7.12,207.71,-6.30,-3.31
2022-06-30T16:06:00.000,15.07,223.69,-10.90,-10.41
2022-06-30T16:08:00.000,3.94,240.33,-1.95,-3.43
2022-06-30T16:10:00.000,9.19,223.36,-6.68,-6.31
2022-06-30T16:12:00.000,6.34,194.46,-6.14,-1.58
2022-06-30T16:14:00.000,4.69,233.21,-2.81,-3.75
2022-06-30T16:16:00.000,7.15,203.76,-6.54,-2.88
2022-06-30T16:18:00.000,11.01,213.49,-9.19,-6.08
2022-06-30T16:20:00.000,12.17,189.11,-12.02,-1.93
2022-06-30T16:22:00.000,4.94,153.05,-4.40,2.24
2022-06-30T16:24:00.000,7.42,171.92,-7.34,1.04
2022-06-30T16:26:00.000,5.06,181.84,-5.06,-0.16
2022-06-30T16:28:00.000,2.99,183.51,-2.99,-0.18
2022-06-30T16:30:00.000,6.74,84.57,0.64,6.71
2022-06-30T16:32:00.000,4.37,64.71,1.87,3.95
2022-06-30T16:34:00.000,4.65,353.43,4.62,-0.53
2022-06-30T16:36:00.000,5.76,36.15,4.65,3.40
2022-06-30T16:38:00.000,3.56,346.65,3.46,-0.82
2022-06-30T16:40:00.000,4.92,351.62,4.87,-0.72
2022-06-30T16:42:00.000,5.95,346.15,5.77,-1.42
2022-06-30T16:44:00.000,7.44,326.97,6.24,-4.06
2022-06-30T16:46:00.000,3.54,98.41,-0.52,3.50
2022-06-30T16:48:00.000,4.09,338.44,3.81,-1.50
2022-06-30T16:50:00.000,4.29,59.57,2.17,3.70
2022-06-30T16:52:00.000,4.60,40.00,3.52,2.96
2022-06-30T16:54:00.000,2.85,50.12,1.83,2.19
2022-06-30T16:56:00.000,3.24,276.67,0.38,-3.22
2022-06-30T16:58:00.000,1.22,24.53,1.11,0.51
2022-06-30T17:00:00.000,2.77,295.64,1.20,-2.50
2022-06-30T17:02:00.000,2.08,321.30,1.63,-1.30
2022-06-30T17:04:00.000,1.41,274.01,0.10,-1.40
2022-06-30T17:06:00.000,0.90,356.01,0.90,-0.06
2022-06-30T17:08:00.000,2.54,49.14,1.66,1.92
2022-06-30T17:10:00.000,7.54,61.59,3.59,6.63
2022-06-30T17:12:00.000,3.55,113.81,-1.43,3.24
2022-06-30T17:14:00.000,2.93,48.49,1.95,2.20
2022-06-30T17:16:00.000,4.00,353.36,3.97,-0.46
2022-06-30T17:18:00.000,3.72,32.14,3.15,1.98
2022-06-30T17:20:00.000,4.98,36.63,4.00,2.97
2022-06-30T17:22:00.000,4.36,47.38,2.95,3.20
2022-06-30T17:24:00.000,6.68,21.83,6.20,2.48
2022-06-30T17:26:00.000,5.73,13.33,5.57,1.32
2022-06-30T17:28:00.000,4.82,29.26,4.21,2.36
2022-06-30T17:30:00.000,7.75,42.77,5.69,5.27
2022-06-30T17:32:00.000,6.54,45.85,4.56,4.69
2022-06-30T17:34:00.000,5.72,22.83,5.27,2.22
2022-06-30T17:36:00.000,10.26,35.45,8.36,5.95
2022-06-30T17:38:00.000,6.26,38.50,4.90,3.90
2022-06-30T17:40:00.000,7.39,51.82,4.57,5.81
2022-06-30T17:42:00.000,7.93,47.67,5.34,5.87
2022-06-30T17:44:00.000,8.42,44.35,6.02,5.89
2022-06-30T17:46:00.000,5.29,61.44,2.53,4.64
2022-06-30T17:48:00.000,4.96,86.33,0.32,4.95
2022-06-30T17:50:00.000,5.41,71.43,1.72,5.13
2022-06-30T17:52:00.000,3.51,67.16,1.36,3.24
2022-06-30T17:54:00.000,9.33,53.65,5.53,7.51
2022-06-30T17:56:00.000,1.05,36.13,0.85,0.62
2022-06-30T17:58:00.000,4.94,105.43,-1.32,4.77
2022-06-30T18:00:00.000,1.61,19.86,1.51,0.55
2022-06-30T18:02:00.000,3.85,195.75,-3.70,-1.04
2022-06-30T18:04:00.000,2.92,177.84,-2.91,0.11
2022-06-30T18:06:00.000,1.36,165.85,-1.32,0.33
2022-06-30T18:08:00.000,1.67,98.85,-0.26,1.65
2022-06-30T18:10:00.000,2.92,257.65,-0.62,-2.85
2022-06-30T18:12:00.000,1.16,199.54,-1.10,-0.39
2022-06-30T18:14:00.000,1.77,269.83,-0.01,-1.77
2022-06-30T18:16:00.000,0.62,224.24,-0.45,-0.44
2022-06-30T18:18:00.000,0.99,76.82,0.23,0.97
2022-06-30T18:20:00.000,3.05,222.88,-2.23,-2.07
2022-06-30T18:22:00.000,3.18,279.15,0.51,-3.14
2022-06-30T18:24:00.000,2.13,256.95,-0.48,-2.08
2022-06-30T18:26:00.000,3.46,350.08,3.41,-0.60
2022-06-30T18:28:00.000,0.88,201.74,-0.82,-0.33
2022-06-30T18:30:00.000,5.13,218.72,-4.00,-3.21
2022-06-30T18:32:00.000,7.05,250.46,-2.36,-6.65
2022-06-30T18:34:00.000,6.73,244.49,-2.90,-6.08
2022-06-30T18:36:00.000,7.39,243.85,-3.26,-6.64
2022-06-30T18:38:00.000,3.33,230.19,-2.13,-2.56
2022-06-30T18:40:00.000,0.58,314.88,0.41,-0.41
2022-06-30T18:42:00.000,5.29,255.78,-1.30,-5.13
2022-06-30T18:44:00.000,4.97,250.70,-1.64,-4.69
2022-06-30T18:46:00.000,7.49,222.86,-5.49,-5.09
2022-06-30T18:48:00.000,8.21,236.74,-4.50,-6.86
2022-06-30T18:50:00.000,8.95,232.58,-5.44,-7.11
2022-06-30T18:52:00.000,3.66,214.76,-3.01,-2.09
2022-06-30T18:54:00.000,6.58,27.53,5.83,3.04
2022-06-30T18:56:00.000,7.81,49.43,5.08,5.93
2022-06-30T18:58:00.000,9.02,43.44,6.55,6.20
2022-06-30T19:00:00.000,2.79,165.42,-2.70,0.70
2022-06-30T19:02:00.000,5.16,45.28,3.63,3.67
2022-06-30T19:04:00.000,0.18,79.54,0.03,0.17
2022-06-30T19:06:00.000,2.14,71.27,0.69,2.03
2022-06-30T19:08:00.000,5.64,57.39,3.04,4.75
2022-06-30T19:10:00.000,4.75,94.62,-0.38,4.73
2022-06-30T19:12:00.000,3.82,142.09,-3.02,2.35
2022-06-30T19:14:00.000,5.31,35.41,4.33,3.08
2022-06-30T19:16:00.000,7.33,53.32,4.38,5.88
2022-06-30T19:18:00.000,2.31,87.29,0.11,2.31
2022-06-30T19:20:00.000,3.25,282.59,0.71,-3.17
2022-06-30T19:22:00.000,2.21,105.15,-0.58,2.13
2022-06-30T19:24:00.000,2.75,170.79,-2.72,0.44
2022-06-30T19:26:00.000,14.57,47.05,9.93,10.66
2022-06-30T19:28:00.000,9.58,51.92,5.91,7.54
2022-06-30T19:30:00.000,1.23,188.89,-1.22,-0.19
2022-06-30T19:32:00.000,6.83,41.87,5.09,4.56
2022-06-30T19:34:00.000,3.39,230.69,-2.15,-2.62
2022-06-30T19:36:00.000,0.98,201.59,-0.92,-0.36
2022-06-30T19:38:00.000,8.56,240.47,-4.22,-7.45
2022-06-30T19:40:00.000,8.22,210.07,-7.12,-4.12
2022-06-30T19:42:00.000,2.99,98.86,-0.46,2.96
2022-06-30T19:44:00.000,4.94,358.68,4.94,-0.11
2022-06-30T19:46:00.000,6.76,215.97,-5.47,-3.97
2022-06-30T19:48:00.000,8.60,229.13,-5.63,-6.50
2022-06-30T19:50:00.000,6.73,233.25,-4.03,-5.39
2022-06-30T19:52:00.000,5.46,81.51,0.81,5.40
2022-06-30T19:54:00.000,5.28,64.11,2.31,4.75
2022-06-30T19:56:00.000,1.51,223.15,-1.10,-1.04
2022-06-30T19:58:00.000,7.35,78.98,1.41,7.22
2022-06-30T20:00:00.000,8.25,70.39,2.77,7.77
2022-06-30T20:02:00.000,3.35,102.38,-0.72,3.27
2022-06-30T20:04:00.000,3.21,48.91,2.11,2.42
2022-06-30T20:06:00.000,1.18,293.97,0.48,-1.08
2022-06-30T20:08:00.000,1.92,139.72,-1.46,1.24
2022-06-30T20:10:00.000,1.32,32.22,1.12,0.71
2022-06-30T20:12:00.000,10.61,246.10,-4.30,-9.70
2022-06-30T20:14:00.000,7.75,222.22,-5.74,-5.21
2022-06-30T20:16:00.000,12.65,232.26,-7.74,-10.00
2022-06-30T20:18:00.000,6.92,234.97,-3.98,-5.67
2022-06-30T20:20:00.000,9.51,67.85,3.58,8.81
2022-06-30T20:22:00.000,11.30,63.81,4.99,10.14
2022-06-30T20:24:00.000,7.49,49.51,4.86,5.69
2022-06-30T20:26:00.000,6.33,55.71,3.57,5.23
2022-06-30T20:28:00.000,7.86,35.65,6.39,4.58
2022-06-30T20:30:00.000,2.72,103.39,-0.63,2.64
2022-06-30T20:32:00.000,1.29,137.63,-0.95,0.87
2022-06-30T20:34:00.000,2.61,204.02,-2.39,-1.06
2022-06-30T20:36:00.000,9.06,157.58,-8.37,3.45
2022-06-30T20:38:00.000,10.70,216.54,-8.59,-6.37
2022-06-30T20:40:00.000,3.44,186.31,-3.42,-0.38
2022-06-30T20:42:00.000,6.87,202.71,-6.33,-2.65
2022-06-30T20:44:00.000,2.39,135.59,-1.71,1.67
2022-06-30T20:46:00.000,1.91,261.69,-0.28,-1.89
2022-06-30T20:48:00.000,1.13,206.73,-1.01,-0.51
2022-06-30T20:50:00.000,1.69,259.88,-0.30,-1.66
2022-06-30T20:52:00.000,4.28,91.33,-0.10,4.28
2022-06-30T20:54:00.000,1.39,315.74,1.00,-0.97
2022-06-30T20:56:00.000,4.51,214.94,-3.70,-2.58
2022-06-30T20:58:00.000,2.32,167.40,-2.26,0.51
2022-06-30T21:00:00.000,1.52,187.34,-1.51,-0.19
2022-06-30T21:02:00.000,1.62,358.05,1.62,-0.06
2022-06-30T21:04:00.000,2.35,201.31,-2.19,-0.85
2022-06-30T21:06:00.000,11.22,199.35,-10.58,-3.72
2022-06-30T21:08:00.000,10.41,221.87,-7.75,-6.95
2022-06-30T21:10:00.000,1.73,192.96,-1.68,-0.39
2022-06-30T21:12:00.000,4.72,187.24,-4.68,-0.59
2022-06-30T21:14:00.000,6.79,183.05,-6.78,-0.36
2022-06-30T21:16:00.000,2.02,258.41,-0.41,-1.98
2022-06-30T21:18:00.000,1.22,40.44,0.93,0.79
2022-06-30T21:20:00.000,3.43,142.92,-2.74,2.07
2022-06-30T21:22:00.000,0.37,299.16,0.18,-0.32
2022-06-30T21:24:00.000,5.03,235.22,-2.87,-4.14
2022-06-30T21:26:00.000,8.36,186.89,-8.30,-1.00
2022-06-30T21:28:00.000,9.79,210.32,-8.45,-4.94
2022-06-30T21:30:00.000,15.02,222.86,-11.01,-10.22
2022-06-30T21:32:00.000,18.86,217.28,-15.01,-11.43
2022-06-30T21:34:00.000,3.64,148.34,-3.10,1.91
2022-06-30T21:36:00.000,4.53,227.51,-3.06,-3.34
2022-06-30T21:38:00.000,8.29,229.37,-5.40,-6.29
2022-06-30T21:40:00.000,4.90,219.82,-3.76,-3.14
2022-06-30T21:42:00.000,4.79,21.82,4.45,1.78
2022-06-30T21:44:00.000,3.67,320.69,2.84,-2.32
2022-06-30T21:46:00.000,0.24,157.75,-0.22,0.09
2022-06-30T21:48:00.000,4.45,243.87,-1.96,-4.00
2022-06-30T21:50:00.000,15.47,210.10,-13.38,-7.76
2022-06-30T21:52:00.000,11.81,221.31,-8.87,-7.80
2022-06-30T21:54:00.000,5.06,238.60,-2.63,-4.32
2022-06-30T21:56:00.000,4.86,221.55,-3.64,-3.22
2022-06-30T21:58:00.000,4.35,202.67,-4.01,-1.68
2022-06-30T22:00:00.000,2.59,230.78,-1.64,-2.01
2022-06-30T22:02:00.000,0.53,237.31,-0.29,-0.44
2022-06-30T22:04:00.000,5.01,6.01,4.98,0.52
2022-06-30T22:06:00.000,1.23,87.17,0.06,1.23
2022-06-30T22:08:00.000,2.35,255.08,-0.60,-2.27
2022-06-30T22:10:00.000,1.69,86.18,0.11,1.68
2022-06-30T22:12:00.000,4.46,78.19,0.91,4.37
2022-06-30T22:14:00.000,5.14,63.23,2.32,4.59
2022-06-30T22:16:00.000,4.03,100.18,-0.71,3.97
2022-06-30T22:18:00.000,2.41,45.59,1.69,1.72
2022-06-30T22:20:00.000,8.70,58.92,4.49,7.45
2022-06-30T22:22:00.000,1.91,60.24,0.95,1.66
2022-06-30T22:24:00.000,4.06,57.55,2.18,3.43
2022-06-30T22:26:00.000,1.12,15.75,1.08,0.30
2022-06-30T22:28:00.000,3.67,145.77,-3.03,2.06
2022-06-30T22:30:00.000,1.88,114.33,-0.78,1.72
2022-06-30T22:32:00.000,4.93,66.46,1.97,4.52
2022-06-30T22:34:00.000,3.17,72.09,0.97,3.02
2022-06-30T22:36:00.000,1.95,67.25,0.76,1.80
2022-06-30T22:38:00.000,3.76,155.59,-3.43,1.55
2022-06-30T22:40:00.000,2.28,269.70,-0.01,-2.28
2022-06-30T22:42:00.000,6.22,77.76,1.32,6.08
2022-06-30T22:44:00.000,1.86,20.27,1.75,0.65
2022-06-30T22:46:00.000,3.07,31.05,2.63,1.58
2022-06-30T22:48:00.000,0.09,265.32,-0.01,-0.09
2022-06-30T22:50:00.000,0.52,332.73,0.46,-0.24
2022-06-30T22:52:00.000,1.12,95.57,-0.11,1.12
2022-06-30T22:54:00.000,1.13,113.73,-0.45,1.03
2022-06-30T22:56:00.000,0.81,159.20,-0.75,0.29
2022-06-30T22:58:00.000,4.43,60.77,2.16,3.87
2022-06-30T23:00:00.000,1.62,342.66,1.55,-0.48
2022-06-30T23:02:00.000,2.81,216.64,-2.25,-1.68
2022-06-30T23:04:00.000,11.55,215.16,-9.44,-6.65
2022-06-30T23:06:00.000,13.59,211.50,-11.58,-7.10
2022-06-30T23:08:00.000,12.68,221.40,-9.51,-8.39
2022-06-30T23:10:00.000,11.67,213.38,-9.75,-6.42
2022-06-30T23:12:00.000,13.61,232.15,-8.35,-10.75
2022-06-30T23:14:00.000,12.45,222.89,-9.12,-8.48
2022-06-30T23:16:00.000,12.54,221.65,-9.37,-8.34
2022-06-30T23:18:00.000,3.88,249.54,-1.36,-3.64
2022-06-30T23:20:00.000,2.52,319.70,1.92,-1.63
2022-06-30T23:22:00.000,4.58,213.08,-3.84,-2.50
2022-06-30T23:24:00.000,10.30,226.11,-7.14,-7.42
2022-06-30T23:26:00.000,9.75,236.68,-5.36,-8.15
2022-06-30T23:28:00.000,1.12,226.54,-0.77,-0.81
2022-06-30T23:30:00.000,3.40,68.68,1.24,3.17
2022-06-30T23:32:00.000,2.03,90.18,-0.01,2.03
2022-06-30T23:34:00.000,2.15,100.49,-0.39,2.12
2022-06-30T23:36:00.000,1.73,8.84,1.71,0.27
2022-06-30T23:38:00.000,1.90,167.93,-1.86,0.40
2022-06-30T23:40:00.000,2.35,11.70,2.30,0.48
2022-06-30T23:42:00.000,0.80,80.27,0.14,0.79
2022-06-30T23:44:00.000,3.43,165.18,-3.32,0.88
2022-06-30T23:46:00.000,0.52,168.36,-0.51,0.10
2022-06-30T23:48:00.000,0.37,172.28,-0.37,0.05
2022-06-30T23:50:00.000,4.93,187.57,-4.89,-0.65
2022-06-30T23:52:00.000,4.76,191.60,-4.67,-0.96
2022-06-30T23:54:00.000,3.06,278.08,0.43,-3.03
2022-06-30T23:56:00.000,2.67,210.61,-2.30,-1.36
2022-06-30T23:58:00.000,3.83,210.31,-3.30,-1.93
2022-07-01T00:00:00.000,2.23,11.06,2.19,0.43
2022-07-01T00:02:00.000,2.17,194.10,-2.10,-0.53
2022-07-01T00:04:00.000,2.71,181.68,-2.70,-0.08
2022-07-01T00:06:00.000,2.18,197.43,-2.08,-0.65
2022-07-01T00:08:00.000,4.02,223.19,-2.93,-2.75
2022-07-01T00:10:00.000,1.45,259.21,-0.27,-1.42
2022-07-01T00:12:00.000,1.56,148.66,-1.33,0.81
2022-07-01T00:14:00.000,4.20,217.03,-3.36,-2.53
2022-07-01T00:16:00.000,2.43,216.92,-1.94,-1.46
2022-07-01T00:18:00.000,2.84,244.49,-1.22,-2.57
2022-07-01T00:20:00.000,3.71,215.99,-3.00,-2.18
2022-07-01T00:22:00.000,2.97,233.68,-1.76,-2.40
2022-07-01T00:24:00.000,7.94,198.66,-7.53,-2.54
2022-07-01T00:26:00.000,4.72,208.25,-4.15,-2.23
2022-07-01T00:28:00.000,1.44,276.18,0.15,-1.43
2022-07-01T00:30:00.000,1.25,222.66,-0.92,-0.84
2022-07-01T00:32:00.000,4.61,183.18,-4.60,-0.26
2022-07-01T00:34:00.000,5.51,200.31,-5.17,-1.91
2022-07-01T00:36:00.000,8.21,181.65,-8.21,-0.24
2022-07-01T00:38:00.000,3.68,200.80,-3.44,-1.31
2022-07-01T00:40:00.000,4.42,207.47,-3.92,-2.04
2022-07-01T00:42:00.000,5.76,210.10,-4.98,-2.89
2022-07-01T00:44:00.000,6.30,192.00,-6.16,-1.31
2022-07-01T00:46:00.000,6.85,210.75,-5.89,-3.50
2022-07-01T00:48:00.000,5.01,249.54,-1.75,-4.69
2022-07-01T00:50:00.000,3.31,257.39,-0.72,-3.23
2022-07-01T00:52:00.000,2.19,164.01,-2.11,0.60
2022-07-01T00:54:00.000,2.47,232.12,-1.51,-1.95
2022-07-01T00:56:00.000,0.89,317.23,0.65,-0.60
2022-07-01T00:58:00.000,3.86,195.23,-3.73,-1.02
2022-07-01T01:00:00.000,2.04,190.70,-2.01,-0.38
2022-07-01T01:02:00.000,2.16,215.96,-1.75,-1.27
2022-07-01T01:04:00.000,3.39,176.47,-3.38,0.21
2022-07-01T01:06:00.000,3.34,161.74,-3.17,1.05
2022-07-01T01:08:00.000,3.87,187.35,-3.84,-0.49
2022-07-01T01:10:00.000,5.53,202.00,-5.13,-2.07
2022-07-01T01:12:00.000,5.86,196.08,-5.63,-1.62
2022-07-01T01:14:00.000,5.69,190.37,-5.60,-1.02
2022-07-01T01:16:00.000,4.61,210.34,-3.98,-2.33
2022-07-01T01:18:00.000,2.17,159.32,-2.03,0.77
2022-07-01T01:20:00.000,1.38,202.13,-1.28,-0.52
2022-07-01T01:22:00.000,2.67,147.13,-2.24,1.45
2022-07-01T01:24:00.000,1.94,174.03,-1.93,0.20
2022-07-01T01:26:00.000,3.21,186.71,-3.19,-0.38
2022-07-01T01:28:00.000,2.33,176.36,-2.32,0.15
2022-07-01T01:30:00.000,4.83,201.09,-4.51,-1.74
2022-07-01T01:32:00.000,1.60,212.78,-1.34,-0.87
2022-07-01T01:34:00.000,4.12,182.39,-4.12,-0.17
2022-07-01T01:36:00.000,5.78,170.87,-5.71,0.92
2022-07-01T01:38:00.000,2.18,239.26,-1.11,-1.87
2022-07-01T01:40:00.000,4.40,202.35,-4.07,-1.67
2022-07-01T01:42:00.000,3.17,200.62,-2.97,-1.12
2022-07-01T01:44:00.000,2.70,227.09,-1.84,-1.98
2022-07-01T01:46:00.000,3.23,194.90,-3.12,-0.83
2022-07-01T01:48:00.000,6.56,201.14,-6.12,-2.36
2022-07-01T01:50:00.000,2.59,161.73,-2.46,0.81
2022-07-01T01:52:00.000,1.44,197.37,-1.38,-0.43
2022-07-01T01:54:00.000,4.89,185.85,-4.86,-0.50
2022-07-01T01:56:00.000,2.70,236.57,-1.49,-2.25
2022-07-01T01:58:00.000,1.99,118.24,-0.94,1.75
2022-07-01T02:00:00.000,2.34,191.32,-2.29,-0.46
2022-07-01T02:02:00.000,0.91,168.50,-0.89,0.18
2022-07-01T02:04:00.000,1.32,97.40,-0.17,1.31
2022-07-01T02:06:00.000,1.84,213.24,-1.54,-1.01
2022-07-01T02:08:00.000,3.82,181.99,-3.81,-0.13
2022-07-01T02:10:00.000,1.86,178.01,-1.86,0.06
2022-07-01T02:12:00.000,2.18,184.96,-2.17,-0.19
2022-07-01T02:14:00.000,1.02,103.50,-0.24,0.99
2022-07-01T02:16:00.000,3.39,171.46,-3.35,0.50
2022-07-01T02:18:00.000,1.67,136.45,-1.21,1.15
2022-07-01T02:20:00.000,1.43,223.03,-1.05,-0.98
2022-07-01T02:22:00.000,2.57,171.09,-2.54,0.40
2022-07-01T02:24:00.000,5.22,146.86,-4.37,2.85
2022-07-01T02:26:00.000,0.68,184.55,-0.67,-0.05
2022-07-01T02:28:00.000,1.88,147.86,-1.59,1.00
2022-07-01T02:30:00.000,2.21,171.94,-2.19,0.31
2022-07-01T02:32:00.000,5.78,124.90,-3.31,4.74
2022-07-01T02:34:00.000,2.70,165.96,-2.62,0.65
2022-07-01T02:36:00.000,5.26,169.85,-5.18,0.93
2022-07-01T02:38:00.000,3.65,164.62,-3.52,0.97
2022-07-01T02:40:00.000,3.22,134.56,-2.26,2.30
2022-07-01T02:42:00.000,1.62,172.49,-1.60,0.21
2022-07-01T02:44:00.000,1.37,172.20,-1.36,0.19
2022-07-01T02:46:00.000,1.36,124.16,-0.76,1.12
2022-07-01T02:48:00.000,3.27,86.11,0.22,3.27
2022-07-01T02:50:00.000,4.57,103.60,-1.07,4.44
2022-07-01T02:52:00.000,1.15,114.02,-0.47,1.05
2022-07-01T02:54:00.000,3.84,140.14,-2.95,2.46
2022-07-01T02:56:00.000,3.74,94.10,-0.27,3.73
2022-07-01T02:58:00.000,1.68,127.41,-1.02,1.33
2022-07-01T03:00:00.000,1.59,170.13,-1.57,0.27
2022-07-01T03:02:00.000,2.41,159.27,-2.25,0.85
2022-07-01T03:04:00.000,2.70,79.29,0.50,2.66
2022-07-01T03:06:00.000,1.77,316.87,1.29,-1.21
2022-07-01T03:08:00.000,0.26,50.64,0.17,0.20
2022-07-01T03:10:00.000,1.17,84.37,0.12,1.17
2022-07-01T03:12:00.000,0.83,143.71,-0.67,0.49
2022-07-01T03:14:00.000,1.81,270.78,0.02,-1.81
2022-07-01T03:16:00.000,1.12,321.43,0.88,-0.70
2022-07-01T03:18:00.000,0.67,125.16,-0.38,0.54
2022-07-01T03:20:00.000,3.32,180.04,-3.32,-0.00
2022-07-01T03:22:00.000,3.15,171.69,-3.12,0.46
2022-07-01T03:24:00.000,2.10,187.33,-2.08,-0.27
2022-07-01T03:26:00.000,2.49,119.40,-1.22,2.17
2022-07-01T03:28:00.000,1.90,220.79,-1.44,-1.24
2022-07-01T03:30:00.000,1.56,141.52,-1.22,0.97
2022-07-01T03:32:00.000,2.54,209.60,-2.21,-1.25
2022-07-01T03:34:00.000,2.61,205.73,-2.35,-1.13
2022-07-01T03:36:00.000,6.57,186.05,-6.54,-0.69
2022-07-01T03:38:00.000,4.04,196.88,-3.87,-1.17
2022-07-01T03:40:00.000,3.52,224.51,-2.51,-2.47
2022-07-01T03:42:00.000,2.32,228.44,-1.54,-1.74
2022-07-01T03:44:00.000,1.60,50.61,1.01,1.23
2022-07-01T03:46:00.000,2.10,212.67,-1.77,-1.13
2022-07-01T03:48:00.000,3.51,240.56,-1.73,-3.06
2022-07-01T03:50:00.000,3.70,132.99,-2.53,2.71
2022-07-01T03:52:00.000,0.69,288.43,0.22,-0.66
2022-07-01T03:54:00.000,0.64,4.48,0.64,0.05
2022-07-01T03:56:00.000,1.49,12.88,1.46,0.33
2022-07-01T03:58:00.000,1.85,262.63,-0.24,-1.83
2022-07-01T04:00:00.000,0.36,312.99,0.25,-0.26
2022-07-01T04:02:00.000,1.13,11.72,1.10,0.23
2022-07-01T04:04:00.000,6.88,144.04,-5.57,4.04
2022-07-01T04:06:00.000,3.35,51.36,2.09,2.62
2022-07-01T04:08:00.000,0.33,262.96,-0.04,-0.33
2022-07-01T04:10:00.000,3.31,352.56,3.29,-0.43
2022-07-01T04:12:00.000,1.02,245.77,-0.42,-0.93
2022-07-01T04:14:00.000,2.83,256.51,-0.66,-2.75
2022-07-01T04:16:00.000,2.18,126.33,-1.29,1.76
2022-07-01T04:18:00.000,1.57,154.42,-1.42,0.68
2022-07-01T04:20:00.000,4.57,207.08,-4.07,-2.08
2022-07-01T04:22:00.000,1.65,109.99,-0.56,1.55
2022-07-01T04:24:00.000,2.10,139.74,-1.60,1.35
2022-07-01T04:26:00.000,1.88,115.78,-0.82,1.69
2022-07-01T04:28:00.000,2.59,192.44,-2.53,-0.56
2022-07-01T04:30:00.000,1.88,74.44,0.50,1.81
2022-07-01T04:32:00.000,1.71,59.91,0.86,1.48
2022-07-01T04:34:00.000,1.75,40.03,1.34,1.13
2022-07-01T04:36:00.000,1.23,202.62,-1.14,-0.47
2022-07-01T04:38:00.000,6.10,91.76,-0.19,6.09
2022-07-01T04:40:00.000,4.38,245.35,-1.83,-3.98
2022-07-01T04:42:00.000,0.84,215.10,-0.69,-0.48
2022-07-01T04:44:00.000,1.15,355.18,1.14,-0.10
2022-07-01T04:46:00.000,2.98,146.30,-2.48,1.65
2022-07-01T04:48:00.000,3.41,165.98,-3.31,0.83
2022-07-01T04:50:00.000,3.64,144.36,-2.96,2.12
2022-07-01T04:52:00.000,1.79,336.35,1.64,-0.72
2022-07-01T04:54:00.000,4.70,245.07,-1.98,-4.26
2022-07-01T04:56:00.000,2.33,253.42,-0.67,-2.23
2022-07-01T04:58:00.000,1.29,305.67,0.75,-1.05
2022-07-01T05:00:00.000,0.57,3.39,0.57,0.03
2022-07-01T05:02:00.000,0.94,315.02,0.67,-0.66
2022-07-01T05:04:00.000,1.37,9.82,1.35,0.23
2022-07-01T05:06:00.000,3.13,356.00,3.12,-0.22
2022-07-01T05:08:00.000,1.37,328.85,1.17,-0.71
2022-07-01T05:10:00.000,1.69,286.18,0.47,-1.62
2022-07-01T05:12:00.000,2.23,67.16,0.86,2.05
2022-07-01T05:14:00.000,1.62,356.05,1.62,-0.11
2022-07-01T05:16:00.000,3.51,264.19,-0.36,-3.50
2022-07-01T05:18:00.000,0.33,284.18,0.08,-0.32
2022-07-01T05:20:00.000,3.68,253.28,-1.06,-3.52
2022-07-01T05:22:00.000,7.12,319.56,5.42,-4.62
2022-07-01T05:24:00.000,4.66,291.66,1.72,-4.33
2022-07-01T05:26:00.000,1.68,17.18,1.60,0.50
2022-07-01T05:28:00.000,3.54,233.94,-2.09,-2.86
2022-07-01T05:30:00.000,2.47,310.08,1.59,-1.89
2022-07-01T05:32:00.000,3.93,266.09,-0.27,-3.92
2022-07-01T05:34:00.000,5.98,284.50,1.50,-5.79
2022-07-01T05:36:00.000,1.22,103.94,-0.29,1.18
2022-07-01T05:38:00.000,5.19,229.24,-3.39,-3.93
2022-07-01T05:40:00.000,4.97,246.01,-2.02,-4.54
2022-07-01T05:42:00.000,1.80,58.80,0.93,1.54
2022-07-01T05:44:00.000,0.67,155.57,-0.61,0.28
2022-07-01T05:46:00.000,1.77,4.56,1.76,0.14
2022-07-01T05:48:00.000,2.09,284.17,0.51,-2.03
2022-07-01T05:50:00.000,1.44,200.59,-1.35,-0.51
2022-07-01T05:52:00.000,2.90,235.58,-1.64,-2.39
2022-07-01T05:54:00.000,2.03,4.41,2.03,0.16
2022-07-01T05:56:00.000,0.68,328.52,0.58,-0.36
2022-07-01T05:58:00.000,4.48,327.96,3.79,-2.37
2022-07-01T06:00:00.000,4.18,299.34,2.05,-3.64
2022-07-01T06:02:00.000,4.19,306.65,2.50,-3.36
