data2,data1,loggerUid,logDateTime,dateTime
11.13,8.58,FE23BC74DC01,1625346000,03-07-2021 21:00:00
11.13,7.48,FE23BC74DC01,1625346900,03-07-2021 21:15:00
11.06,7.26,FE23BC74DC01,1625347800,03-07-2021 21:30:00
11.06,5.72,FE23BC74DC01,1625348700,03-07-2021 21:45:00
11.13,4.4,FE23BC74DC01,1625349600,03-07-2021 22:00:00
11.13,3.74,FE23BC74DC01,1625350500,03-07-2021 22:15:00
11.06,4.18,FE23BC74DC01,1625351400,03-07-2021 22:30:00
11,3.08,FE23BC74DC01,1625352300,03-07-2021 22:45:00
10.88,3.52,FE23BC74DC01,1625353200,03-07-2021 23:00:00
10.88,2.42,FE23BC74DC01,1625354100,03-07-2021 23:15:00
10.81,1.54,FE23BC74DC01,1625355000,03-07-2021 23:30:00
10.81,1.32,FE23BC74DC01,1625355900,03-07-2021 23:45:00
10.81,0.88,FE23BC74DC01,1625356800,04-07-2021 00:00:00
10.81,0.22,FE23BC74DC01,1625357700,04-07-2021 00:15:00
10.88,0,FE23BC74DC01,1625358600,04-07-2021 00:30:00
10.94,0,FE23BC74DC01,1625359500,04-07-2021 00:45:00
10.94,0,FE23BC74DC01,1625360400,04-07-2021 01:00:00
10.94,0,FE23BC74DC01,1625361300,04-07-2021 01:15:00
10.94,0,FE23BC74DC01,1625362200,04-07-2021 01:30:00
10.94,0,FE23BC74DC01,1625363100,04-07-2021 01:45:00
10.94,0,FE23BC74DC01,1625364000,04-07-2021 02:00:00
10.88,0,FE23BC74DC01,1625364900,04-07-2021 02:15:00
10.75,0,FE23BC74DC01,1625365800,04-07-2021 02:30:00
10.75,0,FE23BC74DC01,1625366700,04-07-2021 02:45:00
10.75,0,FE23BC74DC01,1625367600,04-07-2021 03:00:00
10.75,0,FE23BC74DC01,1625368500,04-07-2021 03:15:00
10.75,0,FE23BC74DC01,1625369400,04-07-2021 03:30:00
10.75,0,FE23BC74DC01,1625370300,04-07-2021 03:45:00
10.81,0,FE23BC74DC01,1625371200,04-07-2021 04:00:00
10.81,0,FE23BC74DC01,1625372100,04-07-2021 04:15:00
10.88,0,FE23BC74DC01,1625373000,04-07-2021 04:30:00
10.88,0,FE23BC74DC01,1625373900,04-07-2021 04:45:00
10.94,0,FE23BC74DC01,1625374800,04-07-2021 05:00:00
10.94,0,FE23BC74DC01,1625375700,04-07-2021 05:15:00
10.94,0,FE23BC74DC01,1625376600,04-07-2021 05:30:00
10.94,0,FE23BC74DC01,1625377500,04-07-2021 05:45:00
10.94,0,FE23BC74DC01,1625378400,04-07-2021 06:00:00
10.94,0,FE23BC74DC01,1625379300,04-07-2021 06:15:00
10.94,0,FE23BC74DC01,1625380200,04-07-2021 06:30:00
10.88,0,FE23BC74DC01,1625381100,04-07-2021 06:45:00
10.94,0,FE23BC74DC01,1625382000,04-07-2021 07:00:00
10.94,0,FE23BC74DC01,1625382900,04-07-2021 07:15:00
10.94,0,FE23BC74DC01,1625383800,04-07-2021 07:30:00
10.88,0,FE23BC74DC01,1625384700,04-07-2021 07:45:00
10.88,0,FE23BC74DC01,1625385600,04-07-2021 08:00:00
10.81,0,FE23BC74DC01,1625386500,04-07-2021 08:15:00
10.75,0,FE23BC74DC01,1625387400,04-07-2021 08:30:00
10.75,0,FE23BC74DC01,1625388300,04-07-2021 08:45:00
10.75,0,FE23BC74DC01,1625389200,04-07-2021 09:00:00
10.75,0,FE23BC74DC01,1625390100,04-07-2021 09:15:00
10.75,0.88,FE23BC74DC01,1625391000,04-07-2021 09:30:00
10.75,1.54,FE23BC74DC01,1625391900,04-07-2021 09:45:00
10.75,3.74,FE23BC74DC01,1625392800,04-07-2021 10:00:00
10.81,4.18,FE23BC74DC01,1625393700,04-07-2021 10:15:00
10.81,2.64,FE23BC74DC01,1625394600,04-07-2021 10:30:00
10.81,4.4,FE23BC74DC01,1625395500,04-07-2021 10:45:00
10.88,4.4,FE23BC74DC01,1625396400,04-07-2021 11:00:00
10.81,5.06,FE23BC74DC01,1625397300,04-07-2021 11:15:00
10.75,5.5,FE23BC74DC01,1625398200,04-07-2021 11:30:00
10.56,4.18,FE23BC74DC01,1625399100,04-07-2021 11:45:00
10.56,5.94,FE23BC74DC01,1625400000,04-07-2021 12:00:00
10.5,8.36,FE23BC74DC01,1625400900,04-07-2021 12:15:00
10.44,9.02,FE23BC74DC01,1625401800,04-07-2021 12:30:00
10.38,9.68,FE23BC74DC01,1625402700,04-07-2021 12:45:00
10.5,14.74,FE23BC74DC01,1625403600,04-07-2021 13:00:00
10.56,22.88,FE23BC74DC01,1625404500,04-07-2021 13:15:00
10.63,19.8,FE23BC74DC01,1625405400,04-07-2021 13:30:00
10.63,14.96,FE23BC74DC01,1625406300,04-07-2021 13:45:00
10.63,27.28,FE23BC74DC01,1625407200,04-07-2021 14:00:00
10.56,30.580000000000002,FE23BC74DC01,1625408100,04-07-2021 14:15:00
10.56,29.7,FE23BC74DC01,1625409000,04-07-2021 14:30:00
10.63,24.64,FE23BC74DC01,1625409900,04-07-2021 14:45:00
10.56,27.06,FE23BC74DC01,1625410800,04-07-2021 15:00:00
10.63,35.42,FE23BC74DC01,1625411700,04-07-2021 15:15:00
10.63,21.12,FE23BC74DC01,1625412600,04-07-2021 15:30:00
10.63,11.44,FE23BC74DC01,1625413500,04-07-2021 15:45:00
10.69,10.34,FE23BC74DC01,1625414400,04-07-2021 16:00:00
10.75,12.540000000000001,FE23BC74DC01,1625415300,04-07-2021 16:15:00
10.75,18.48,FE23BC74DC01,1625416200,04-07-2021 16:30:00
10.75,30.580000000000002,FE23BC74DC01,1625417100,04-07-2021 16:45:00
10.75,55.88,FE23BC74DC01,1625418000,04-07-2021 17:00:00
10.81,41.8,FE23BC74DC01,1625418900,04-07-2021 17:15:00
10.81,33.88,FE23BC74DC01,1625419800,04-07-2021 17:30:00
10.81,38.28,FE23BC74DC01,1625420700,04-07-2021 17:45:00
10.81,49.5,FE23BC74DC01,1625421600,04-07-2021 18:00:00
10.88,55,FE23BC74DC01,1625422500,04-07-2021 18:15:00
10.88,45.98,FE23BC74DC01,1625423400,04-07-2021 18:30:00
10.94,31.24,FE23BC74DC01,1625424300,04-07-2021 18:45:00
10.94,39.6,FE23BC74DC01,1625425200,04-07-2021 19:00:00
10.94,21.56,FE23BC74DC01,1625426100,04-07-2021 19:15:00
10.94,26.84,FE23BC74DC01,1625427000,04-07-2021 19:30:00
10.94,19.8,FE23BC74DC01,1625427900,04-07-2021 19:45:00
10.94,17.6,FE23BC74DC01,1625428800,04-07-2021 20:00:00
10.94,17.38,FE23BC74DC01,1625429700,04-07-2021 20:15:00
10.94,21.78,FE23BC74DC01,1625430600,04-07-2021 20:30:00
10.94,20.24,FE23BC74DC01,1625431500,04-07-2021 20:45:00
10.94,19.14,FE23BC74DC01,1625432400,04-07-2021 21:00:00
10.94,16.72,FE23BC74DC01,1625433300,04-07-2021 21:15:00
10.94,14.52,FE23BC74DC01,1625434200,04-07-2021 21:30:00
10.94,9.02,FE23BC74DC01,1625435100,04-07-2021 21:45:00
10.94,6.16,FE23BC74DC01,1625436000,04-07-2021 22:00:00
10.94,5.06,FE23BC74DC01,1625436900,04-07-2021 22:15:00
10.94,3.52,FE23BC74DC01,1625437800,04-07-2021 22:30:00
10.94,3.3,FE23BC74DC01,1625438700,04-07-2021 22:45:00
11,3.52,FE23BC74DC01,1625439600,04-07-2021 23:00:00
11,2.64,FE23BC74DC01,1625440500,04-07-2021 23:15:00
10.94,1.32,FE23BC74DC01,1625441400,04-07-2021 23:30:00
11,0.66,FE23BC74DC01,1625442300,04-07-2021 23:45:00
11,0.66,FE23BC74DC01,1625443200,05-07-2021 00:00:00
11,0.22,FE23BC74DC01,1625444100,05-07-2021 00:15:00
10.88,0,FE23BC74DC01,1625445000,05-07-2021 00:30:00
10.69,0,FE23BC74DC01,1625445900,05-07-2021 00:45:00
10.69,0,FE23BC74DC01,1625446800,05-07-2021 01:00:00
10.63,0,FE23BC74DC01,1625447700,05-07-2021 01:15:00
10.63,0,FE23BC74DC01,1625448600,05-07-2021 01:30:00
10.63,0,FE23BC74DC01,1625449500,05-07-2021 01:45:00
10.69,0,FE23BC74DC01,1625450400,05-07-2021 02:00:00
10.75,0,FE23BC74DC01,1625451300,05-07-2021 02:15:00
10.75,0,FE23BC74DC01,1625452200,05-07-2021 02:30:00
10.75,0,FE23BC74DC01,1625453100,05-07-2021 02:45:00
10.75,0,FE23BC74DC01,1625454000,05-07-2021 03:00:00
10.75,0,FE23BC74DC01,1625454900,05-07-2021 03:15:00
10.69,0,FE23BC74DC01,1625455800,05-07-2021 03:30:00
10.69,0,FE23BC74DC01,1625456700,05-07-2021 03:45:00
10.69,0,FE23BC74DC01,1625457600,05-07-2021 04:00:00
10.69,0,FE23BC74DC01,1625458500,05-07-2021 04:15:00
10.69,0,FE23BC74DC01,1625459400,05-07-2021 04:30:00
10.69,0,FE23BC74DC01,1625460300,05-07-2021 04:45:00
10.69,0,FE23BC74DC01,1625461200,05-07-2021 05:00:00
10.75,0,FE23BC74DC01,1625462100,05-07-2021 05:15:00
10.75,0,FE23BC74DC01,1625463000,05-07-2021 05:30:00
10.75,0,FE23BC74DC01,1625463900,05-07-2021 05:45:00
10.75,0,FE23BC74DC01,1625464800,05-07-2021 06:00:00
10.81,0,FE23BC74DC01,1625465700,05-07-2021 06:15:00
10.81,0,FE23BC74DC01,1625466600,05-07-2021 06:30:00
10.81,0,FE23BC74DC01,1625467500,05-07-2021 06:45:00
10.75,0,FE23BC74DC01,1625468400,05-07-2021 07:00:00
10.75,0,FE23BC74DC01,1625469300,05-07-2021 07:15:00
10.69,0,FE23BC74DC01,1625470200,05-07-2021 07:30:00
10.69,0,FE23BC74DC01,1625471100,05-07-2021 07:45:00
10.69,0,FE23BC74DC01,1625472000,05-07-2021 08:00:00
10.63,0,FE23BC74DC01,1625472900,05-07-2021 08:15:00
10.63,0,FE23BC74DC01,1625473800,05-07-2021 08:30:00
10.63,0,FE23BC74DC01,1625474700,05-07-2021 08:45:00
10.56,0.22,FE23BC74DC01,1625475600,05-07-2021 09:00:00
10.5,1.1,FE23BC74DC01,1625476500,05-07-2021 09:15:00
10.5,2.64,FE23BC74DC01,1625477400,05-07-2021 09:30:00
10.5,4.4,FE23BC74DC01,1625478300,05-07-2021 09:45:00
10.44,6.82,FE23BC74DC01,1625479200,05-07-2021 10:00:00
10.38,11.66,FE23BC74DC01,1625480100,05-07-2021 10:15:00
10.44,16.28,FE23BC74DC01,1625481000,05-07-2021 10:30:00
10.44,22,FE23BC74DC01,1625481900,05-07-2021 10:45:00
10.5,28.38,FE23BC74DC01,1625482800,05-07-2021 11:00:00
10.56,29.7,FE23BC74DC01,1625483700,05-07-2021 11:15:00
10.56,29.92,FE23BC74DC01,1625484600,05-07-2021 11:30:00
10.56,32.12,FE23BC74DC01,1625485500,05-07-2021 11:45:00
10.56,33.44,FE23BC74DC01,1625486400,05-07-2021 12:00:00
10.56,29.7,FE23BC74DC01,1625487300,05-07-2021 12:15:00
10.5,77.22,FE23BC74DC01,1625488200,05-07-2021 12:30:00
10.56,72.6,FE23BC74DC01,1625489100,05-07-2021 12:45:00
10.63,85.36,FE23BC74DC01,1625490000,05-07-2021 13:00:00
10.69,96.8,FE23BC74DC01,1625490900,05-07-2021 13:15:00
10.75,135.52,FE23BC74DC01,1625491800,05-07-2021 13:30:00
10.75,163.9,FE23BC74DC01,1625492700,05-07-2021 13:45:00
10.69,154.44,FE23BC74DC01,1625493600,05-07-2021 14:00:00
10.63,93.06,FE23BC74DC01,1625494500,05-07-2021 14:15:00
10.5,128.04,FE23BC74DC01,1625495400,05-07-2021 14:30:00
10.44,154,FE23BC74DC01,1625496300,05-07-2021 14:45:00
10.44,164.34,FE23BC74DC01,1625497200,05-07-2021 15:00:00
10.44,205.26,FE23BC74DC01,1625498100,05-07-2021 15:15:00
10.44,145.42,FE23BC74DC01,1625499000,05-07-2021 15:30:00
10.5,120.12,FE23BC74DC01,1625499900,05-07-2021 15:45:00
10.56,108.24,FE23BC74DC01,1625500800,05-07-2021 16:00:00
10.63,124.08,FE23BC74DC01,1625501700,05-07-2021 16:15:00
10.63,128.04,FE23BC74DC01,1625502600,05-07-2021 16:30:00
10.69,110,FE23BC74DC01,1625503500,05-07-2021 16:45:00
10.81,126.28,FE23BC74DC01,1625504400,05-07-2021 17:00:00
10.88,120.12,FE23BC74DC01,1625505300,05-07-2021 17:15:00
10.81,105.82000000000001,FE23BC74DC01,1625506200,05-07-2021 17:30:00
10.75,85.8,FE23BC74DC01,1625507100,05-07-2021 17:45:00
10.75,85.36,FE23BC74DC01,1625508000,05-07-2021 18:00:00
10.88,84.92,FE23BC74DC01,1625508900,05-07-2021 18:15:00
11.13,80.08,FE23BC74DC01,1625509800,05-07-2021 18:30:00
11.25,78.1,FE23BC74DC01,1625510700,05-07-2021 18:45:00
11.31,68.64,FE23BC74DC01,1625511600,05-07-2021 19:00:00
11.25,58.52,FE23BC74DC01,1625512500,05-07-2021 19:15:00
11.19,48.84,FE23BC74DC01,1625513400,05-07-2021 19:30:00
11.06,31.68,FE23BC74DC01,1625514300,05-07-2021 19:45:00
10.94,39.6,FE23BC74DC01,1625515200,05-07-2021 20:00:00
11.13,29.26,FE23BC74DC01,1625516100,05-07-2021 20:15:00
11.19,28.38,FE23BC74DC01,1625517000,05-07-2021 20:30:00
11.19,24.42,FE23BC74DC01,1625517900,05-07-2021 20:45:00
11.13,22.66,FE23BC74DC01,1625518800,05-07-2021 21:00:00
11.06,19.14,FE23BC74DC01,1625519700,05-07-2021 21:15:00
10.88,15.84,FE23BC74DC01,1625520600,05-07-2021 21:30:00
10.81,13.64,FE23BC74DC01,1625521500,05-07-2021 21:45:00
10.75,12.76,FE23BC74DC01,1625522400,05-07-2021 22:00:00
10.75,11.66,FE23BC74DC01,1625523300,05-07-2021 22:15:00
10.75,10.56,FE23BC74DC01,1625524200,05-07-2021 22:30:00
10.75,9.68,FE23BC74DC01,1625525100,05-07-2021 22:45:00
10.81,7.04,FE23BC74DC01,1625526000,05-07-2021 23:00:00
10.81,4.4,FE23BC74DC01,1625526900,05-07-2021 23:15:00
10.81,2.86,FE23BC74DC01,1625527800,05-07-2021 23:30:00
10.81,1.76,FE23BC74DC01,1625528700,05-07-2021 23:45:00
10.75,1.32,FE23BC74DC01,1625529600,06-07-2021 00:00:00
10.69,0.66,FE23BC74DC01,1625530500,06-07-2021 00:15:00
10.69,0,FE23BC74DC01,1625531400,06-07-2021 00:30:00
10.63,0,FE23BC74DC01,1625532300,06-07-2021 00:45:00
10.56,0,FE23BC74DC01,1625533200,06-07-2021 01:00:00
10.25,0,FE23BC74DC01,1625534100,06-07-2021 01:15:00
10.06,0,FE23BC74DC01,1625535000,06-07-2021 01:30:00
10.06,0,FE23BC74DC01,1625535900,06-07-2021 01:45:00
10.06,0,FE23BC74DC01,1625536800,06-07-2021 02:00:00
10,0,FE23BC74DC01,1625537700,06-07-2021 02:15:00
10,0,FE23BC74DC01,1625538600,06-07-2021 02:30:00
10.06,0,FE23BC74DC01,1625539500,06-07-2021 02:45:00
10.06,0,FE23BC74DC01,1625540400,06-07-2021 03:00:00
10.13,0,FE23BC74DC01,1625541300,06-07-2021 03:15:00
10.19,0,FE23BC74DC01,1625542200,06-07-2021 03:30:00
10.19,0,FE23BC74DC01,1625543100,06-07-2021 03:45:00
10.19,0,FE23BC74DC01,1625544000,06-07-2021 04:00:00
10.25,0,FE23BC74DC01,1625544900,06-07-2021 04:15:00
10.25,0,FE23BC74DC01,1625545800,06-07-2021 04:30:00
10.19,0,FE23BC74DC01,1625546700,06-07-2021 04:45:00
10.19,0,FE23BC74DC01,1625547600,06-07-2021 05:00:00
10.19,0,FE23BC74DC01,1625548500,06-07-2021 05:15:00
10.19,0,FE23BC74DC01,1625549400,06-07-2021 05:30:00
10.31,0,FE23BC74DC01,1625550300,06-07-2021 05:45:00
10.31,0,FE23BC74DC01,1625551200,06-07-2021 06:00:00
10.31,0,FE23BC74DC01,1625552100,06-07-2021 06:15:00
10.38,0,FE23BC74DC01,1625553000,06-07-2021 06:30:00
10.5,0,FE23BC74DC01,1625553900,06-07-2021 06:45:00
10.63,0,FE23BC74DC01,1625554800,06-07-2021 07:00:00
10.75,0,FE23BC74DC01,1625555700,06-07-2021 07:15:00
10.81,0,FE23BC74DC01,1625556600,06-07-2021 07:30:00
10.81,0,FE23BC74DC01,1625557500,06-07-2021 07:45:00
10.81,0,FE23BC74DC01,1625558400,06-07-2021 08:00:00
10.88,0,FE23BC74DC01,1625559300,06-07-2021 08:15:00
10.88,0,FE23BC74DC01,1625560200,06-07-2021 08:30:00
10.88,0,FE23BC74DC01,1625561100,06-07-2021 08:45:00
10.94,0,FE23BC74DC01,1625562000,06-07-2021 09:00:00
11,0.44,FE23BC74DC01,1625562900,06-07-2021 09:15:00
11.06,0.66,FE23BC74DC01,1625563800,06-07-2021 09:30:00
11.06,1.32,FE23BC74DC01,1625564700,06-07-2021 09:45:00
11.13,1.98,FE23BC74DC01,1625565600,06-07-2021 10:00:00
11.13,2.64,FE23BC74DC01,1625566500,06-07-2021 10:15:00
11.13,2.42,FE23BC74DC01,1625567400,06-07-2021 10:30:00
11,5.06,FE23BC74DC01,1625568300,06-07-2021 10:45:00
10.88,4.18,FE23BC74DC01,1625569200,06-07-2021 11:00:00
10.88,5.94,FE23BC74DC01,1625570100,06-07-2021 11:15:00
10.88,7.48,FE23BC74DC01,1625571000,06-07-2021 11:30:00
10.94,6.38,FE23BC74DC01,1625571900,06-07-2021 11:45:00
11,9.46,FE23BC74DC01,1625572800,06-07-2021 12:00:00
11.06,11.22,FE23BC74DC01,1625573700,06-07-2021 12:15:00
11,10.56,FE23BC74DC01,1625574600,06-07-2021 12:30:00
10.94,14.74,FE23BC74DC01,1625575500,06-07-2021 12:45:00
10.94,18.26,FE23BC74DC01,1625576400,06-07-2021 13:00:00
10.94,18.92,FE23BC74DC01,1625577300,06-07-2021 13:15:00
10.94,11.66,FE23BC74DC01,1625578200,06-07-2021 13:30:00
10.94,18.7,FE23BC74DC01,1625579100,06-07-2021 13:45:00
10.94,24.42,FE23BC74DC01,1625580000,06-07-2021 14:00:00
10.88,22.22,FE23BC74DC01,1625580900,06-07-2021 14:15:00
10.88,26.4,FE23BC74DC01,1625581800,06-07-2021 14:30:00
10.81,29.26,FE23BC74DC01,1625582700,06-07-2021 14:45:00
10.88,23.32,FE23BC74DC01,1625583600,06-07-2021 15:00:00
10.81,28.16,FE23BC74DC01,1625584500,06-07-2021 15:15:00
10.81,34.76,FE23BC74DC01,1625585400,06-07-2021 15:30:00
10.81,34.32,FE23BC74DC01,1625586300,06-07-2021 15:45:00
10.81,51.92,FE23BC74DC01,1625587200,06-07-2021 16:00:00
10.75,67.54,FE23BC74DC01,1625588100,06-07-2021 16:15:00
10.81,86.46,FE23BC74DC01,1625589000,06-07-2021 16:30:00
10.88,84.04,FE23BC74DC01,1625589900,06-07-2021 16:45:00
10.81,100.1,FE23BC74DC01,1625590800,06-07-2021 17:00:00
10.69,90.64,FE23BC74DC01,1625591700,06-07-2021 17:15:00
10.69,91.74,FE23BC74DC01,1625592600,06-07-2021 17:30:00
10.69,85.36,FE23BC74DC01,1625593500,06-07-2021 17:45:00
10.81,111.76,FE23BC74DC01,1625594400,06-07-2021 18:00:00
10.88,101.86,FE23BC74DC01,1625595300,06-07-2021 18:15:00
11,83.82000000000001,FE23BC74DC01,1625596200,06-07-2021 18:30:00
11,69.52,FE23BC74DC01,1625597100,06-07-2021 18:45:00
11.06,61.82,FE23BC74DC01,1625598000,06-07-2021 19:00:00
10.94,51.7,FE23BC74DC01,1625598900,06-07-2021 19:15:00
10.88,63.36,FE23BC74DC01,1625599800,06-07-2021 19:30:00
11,23.76,FE23BC74DC01,1625600700,06-07-2021 19:45:00
11.19,29.26,FE23BC74DC01,1625601600,06-07-2021 20:00:00
11.25,45.32,FE23BC74DC01,1625602500,06-07-2021 20:15:00
11.25,50.160000000000004,FE23BC74DC01,1625603400,06-07-2021 20:30:00
11.25,29.7,FE23BC74DC01,1625604300,06-07-2021 20:45:00
11.25,15.84,FE23BC74DC01,1625605200,06-07-2021 21:00:00
11.25,22.22,FE23BC74DC01,1625606100,06-07-2021 21:15:00
11.19,14.74,FE23BC74DC01,1625607000,06-07-2021 21:30:00
11.13,12.32,FE23BC74DC01,1625607900,06-07-2021 21:45:00
11.06,13.64,FE23BC74DC01,1625608800,06-07-2021 22:00:00
11.06,12.1,FE23BC74DC01,1625609700,06-07-2021 22:15:00
11.06,7.48,FE23BC74DC01,1625610600,06-07-2021 22:30:00
11.06,5.94,FE23BC74DC01,1625611500,06-07-2021 22:45:00
11,3.74,FE23BC74DC01,1625612400,06-07-2021 23:00:00
11,3.08,FE23BC74DC01,1625613300,06-07-2021 23:15:00
11.13,2.86,FE23BC74DC01,1625614200,06-07-2021 23:30:00
11,1.98,FE23BC74DC01,1625615100,06-07-2021 23:45:00
11,0.88,FE23BC74DC01,1625616000,07-07-2021 00:00:00
11.06,0.44,FE23BC74DC01,1625616900,07-07-2021 00:15:00
11.06,0.22,FE23BC74DC01,1625617800,07-07-2021 00:30:00
11,0,FE23BC74DC01,1625618700,07-07-2021 00:45:00
11,0,FE23BC74DC01,1625619600,07-07-2021 01:00:00
11,0,FE23BC74DC01,1625620500,07-07-2021 01:15:00
11,0,FE23BC74DC01,1625621400,07-07-2021 01:30:00
11,0,FE23BC74DC01,1625622300,07-07-2021 01:45:00
11,0,FE23BC74DC01,1625623200,07-07-2021 02:00:00
10.75,0,FE23BC74DC01,1625624100,07-07-2021 02:15:00
10.69,0,FE23BC74DC01,1625625000,07-07-2021 02:30:00
10.69,0,FE23BC74DC01,1625625900,07-07-2021 02:45:00
10.63,0,FE23BC74DC01,1625626800,07-07-2021 03:00:00
10.63,0,FE23BC74DC01,1625627700,07-07-2021 03:15:00
10.56,0,FE23BC74DC01,1625628600,07-07-2021 03:30:00
10.56,0,FE23BC74DC01,1625629500,07-07-2021 03:45:00
10.56,0,FE23BC74DC01,1625630400,07-07-2021 04:00:00
10.63,0,FE23BC74DC01,1625631300,07-07-2021 04:15:00
10.75,0,FE23BC74DC01,1625632200,07-07-2021 04:30:00
10.81,0,FE23BC74DC01,1625633100,07-07-2021 04:45:00
10.81,0,FE23BC74DC01,1625634000,07-07-2021 05:00:00
10.88,0,FE23BC74DC01,1625634900,07-07-2021 05:15:00
10.88,0,FE23BC74DC01,1625635800,07-07-2021 05:30:00
10.94,0,FE23BC74DC01,1625636700,07-07-2021 05:45:00
11,0,FE23BC74DC01,1625637600,07-07-2021 06:00:00
11,0,FE23BC74DC01,1625638500,07-07-2021 06:15:00
11.06,0,FE23BC74DC01,1625639400,07-07-2021 06:30:00
11.06,0,FE23BC74DC01,1625640300,07-07-2021 06:45:00
10.94,0,FE23BC74DC01,1625641200,07-07-2021 07:00:00
10.81,0,FE23BC74DC01,1625642100,07-07-2021 07:15:00
10.81,0,FE23BC74DC01,1625643000,07-07-2021 07:30:00
10.94,0,FE23BC74DC01,1625643900,07-07-2021 07:45:00
11,0,FE23BC74DC01,1625644800,07-07-2021 08:00:00
11,0,FE23BC74DC01,1625645700,07-07-2021 08:15:00
11.06,0,FE23BC74DC01,1625646600,07-07-2021 08:30:00
11.19,0,FE23BC74DC01,1625647500,07-07-2021 08:45:00
11.25,0.22,FE23BC74DC01,1625648400,07-07-2021 09:00:00
11.25,1.1,FE23BC74DC01,1625649300,07-07-2021 09:15:00
11.31,2.42,FE23BC74DC01,1625650200,07-07-2021 09:30:00
11.31,5.06,FE23BC74DC01,1625651100,07-07-2021 09:45:00
11.31,4.4,FE23BC74DC01,1625652000,07-07-2021 10:00:00
11.38,7.92,FE23BC74DC01,1625652900,07-07-2021 10:15:00
11.44,11.66,FE23BC74DC01,1625653800,07-07-2021 10:30:00
11.44,14.96,FE23BC74DC01,1625654700,07-07-2021 10:45:00
11.5,19.580000000000002,FE23BC74DC01,1625655600,07-07-2021 11:00:00
11.5,20.68,FE23BC74DC01,1625656500,07-07-2021 11:15:00
11.5,18.48,FE23BC74DC01,1625657400,07-07-2021 11:30:00
11.5,21.78,FE23BC74DC01,1625658300,07-07-2021 11:45:00
11.56,28.82,FE23BC74DC01,1625659200,07-07-2021 12:00:00
11.56,34.76,FE23BC74DC01,1625660100,07-07-2021 12:15:00
11.56,44.88,FE23BC74DC01,1625661000,07-07-2021 12:30:00
11.56,48.84,FE23BC74DC01,1625661900,07-07-2021 12:45:00
11.5,57.64,FE23BC74DC01,1625662800,07-07-2021 13:00:00
11.38,74.36,FE23BC74DC01,1625663700,07-07-2021 13:15:00
11.25,83.6,FE23BC74DC01,1625664600,07-07-2021 13:30:00
11.25,101.2,FE23BC74DC01,1625665500,07-07-2021 13:45:00
11.25,119.9,FE23BC74DC01,1625666400,07-07-2021 14:00:00
11.25,107.8,FE23BC74DC01,1625667300,07-07-2021 14:15:00
11.25,121.88,FE23BC74DC01,1625668200,07-07-2021 14:30:00
11.25,122.1,FE23BC74DC01,1625669100,07-07-2021 14:45:00
11.19,124.52,FE23BC74DC01,1625670000,07-07-2021 15:00:00
11.06,135.08,FE23BC74DC01,1625670900,07-07-2021 15:15:00
11,101.42,FE23BC74DC01,1625671800,07-07-2021 15:30:00
10.94,136.62,FE23BC74DC01,1625672700,07-07-2021 15:45:00
10.94,128.04,FE23BC74DC01,1625673600,07-07-2021 16:00:00
10.94,122.32000000000001,FE23BC74DC01,1625674500,07-07-2021 16:15:00
10.88,88.44,FE23BC74DC01,1625675400,07-07-2021 16:30:00
10.81,117.92,FE23BC74DC01,1625676300,07-07-2021 16:45:00
10.81,119.24,FE23BC74DC01,1625677200,07-07-2021 17:00:00
10.88,106.26,FE23BC74DC01,1625678100,07-07-2021 17:15:00
10.88,93.5,FE23BC74DC01,1625679000,07-07-2021 17:30:00
11,88.44,FE23BC74DC01,1625679900,07-07-2021 17:45:00
11,81.18,FE23BC74DC01,1625680800,07-07-2021 18:00:00
11,71.94,FE23BC74DC01,1625681700,07-07-2021 18:15:00
11,72.6,FE23BC74DC01,1625682600,07-07-2021 18:30:00
10.94,66,FE23BC74DC01,1625683500,07-07-2021 18:45:00
11,56.76,FE23BC74DC01,1625684400,07-07-2021 19:00:00
11.06,54.78,FE23BC74DC01,1625685300,07-07-2021 19:15:00
11.06,42.68,FE23BC74DC01,1625686200,07-07-2021 19:30:00
11.06,52.8,FE23BC74DC01,1625687100,07-07-2021 19:45:00
11.13,45.98,FE23BC74DC01,1625688000,07-07-2021 20:00:00
11.19,37.18,FE23BC74DC01,1625688900,07-07-2021 20:15:00
11.31,33.44,FE23BC74DC01,1625689800,07-07-2021 20:30:00
11.38,26.84,FE23BC74DC01,1625690700,07-07-2021 20:45:00
11.38,34.32,FE23BC74DC01,1625691600,07-07-2021 21:00:00
11.5,27.5,FE23BC74DC01,1625692500,07-07-2021 21:15:00
11.56,27.5,FE23BC74DC01,1625693400,07-07-2021 21:30:00
11.75,17.82,FE23BC74DC01,1625694300,07-07-2021 21:45:00
11.88,19.14,FE23BC74DC01,1625695200,07-07-2021 22:00:00
11.75,11.66,FE23BC74DC01,1625696100,07-07-2021 22:15:00
11.75,8.14,FE23BC74DC01,1625697000,07-07-2021 22:30:00
11.44,10.12,FE23BC74DC01,1625697900,07-07-2021 22:45:00
11.19,4.62,FE23BC74DC01,1625698800,07-07-2021 23:00:00
11.13,4.4,FE23BC74DC01,1625699700,07-07-2021 23:15:00
11.44,2.64,FE23BC74DC01,1625700600,07-07-2021 23:30:00
11.69,2.2,FE23BC74DC01,1625701500,07-07-2021 23:45:00
11.81,1.32,FE23BC74DC01,1625702400,08-07-2021 00:00:00
